Country,date,cases
Angola,2/10/20,0
Angola,2/11/20,0
Angola,2/12/20,0
Angola,2/13/20,0
Angola,2/14/20,0
Angola,2/15/20,0
Angola,2/16/20,0
Angola,2/17/20,0
Angola,2/18/20,0
Angola,2/19/20,0
Angola,2/20/20,0
Angola,2/21/20,0
Angola,2/22/20,0
Angola,2/23/20,0
Angola,2/24/20,0
Angola,2/25/20,0
Angola,2/26/20,0
Angola,2/27/20,0
Angola,2/28/20,0
Angola,2/29/20,0
Angola,3/1/20,0
Angola,3/2/20,0
Angola,3/3/20,0
Angola,3/4/20,0
Angola,3/5/20,0
Angola,3/6/20,0
Angola,3/7/20,0
Angola,3/8/20,0
Angola,3/9/20,0
Angola,3/10/20,0
Angola,3/11/20,0
Angola,3/12/20,0
Angola,3/13/20,0
Angola,3/14/20,0
Angola,3/15/20,0
Angola,3/16/20,0
Angola,3/17/20,0
Angola,3/18/20,0
Angola,3/19/20,0
Angola,3/20/20,1
Angola,3/21/20,2
Angola,3/22/20,2
Angola,3/23/20,3
Angola,3/24/20,3
Angola,3/25/20,3
Angola,3/26/20,4
Angola,3/27/20,4
Angola,3/28/20,5
Angola,3/29/20,7
Angola,3/30/20,7
Angola,3/31/20,7
Angola,4/1/20,8
Angola,4/2/20,8
Angola,4/3/20,8
Angola,4/4/20,10
Angola,4/5/20,14
Angola,4/6/20,16
Angola,4/7/20,17
Angola,4/8/20,19
Angola,4/9/20,19
Angola,4/10/20,19
Angola,4/11/20,19
Angola,4/12/20,19
Angola,4/13/20,19
Angola,4/14/20,19
Angola,4/15/20,19
Angola,4/16/20,19
Angola,4/17/20,19
Angola,4/18/20,24
Angola,4/19/20,24
Angola,4/20/20,24
Angola,4/21/20,24
Angola,4/22/20,25
Angola,4/23/20,25
Angola,4/24/20,25
Angola,4/25/20,25
Angola,4/26/20,26
Angola,4/27/20,27
Angola,4/28/20,27
Angola,4/29/20,27
Angola,4/30/20,27
Angola,5/1/20,30
Angola,5/2/20,35
Angola,5/3/20,35
Angola,5/4/20,35
Angola,5/5/20,36
Angola,5/6/20,36
Angola,5/7/20,36
Angola,5/8/20,43
Angola,5/9/20,43
Angola,5/10/20,45
Angola,5/11/20,45
Angola,5/12/20,45
Angola,5/13/20,45
Angola,5/14/20,48
Angola,5/15/20,48
Angola,5/16/20,48
Angola,5/17/20,48
Angola,5/18/20,50
Angola,5/19/20,52
Angola,5/20/20,52
Angola,5/21/20,58
Angola,5/22/20,60
Angola,5/23/20,61
Angola,5/24/20,69
Angola,5/25/20,70
Angola,5/26/20,70
Angola,5/27/20,71
Angola,5/28/20,74
Angola,5/29/20,81
Angola,5/30/20,84
Angola,5/31/20,86
Angola,6/1/20,86
Angola,6/2/20,86
Angola,6/3/20,86
Angola,6/4/20,86
Angola,6/5/20,86
Angola,6/6/20,88
Angola,6/7/20,91
Angola,6/8/20,92
Angola,6/9/20,96
Angola,6/10/20,113
Angola,6/11/20,118
Angola,6/12/20,130
Angola,6/13/20,138
Angola,6/14/20,140
Angola,6/15/20,142
Angola,6/16/20,148
Angola,6/17/20,155
Angola,6/18/20,166
Angola,6/19/20,172
Angola,6/20/20,176
Angola,6/21/20,183
Angola,6/22/20,186
Angola,6/23/20,189
Angola,6/24/20,197
Angola,6/25/20,212
Angola,6/26/20,212
Angola,6/27/20,259
Angola,6/28/20,267
Angola,6/29/20,276
Angola,6/30/20,284
Angola,7/1/20,291
Angola,7/2/20,315
Angola,7/3/20,328
Angola,7/4/20,346
Angola,7/5/20,346
Angola,7/6/20,346
Angola,7/7/20,386
Angola,7/8/20,386
Angola,7/9/20,396
Angola,7/10/20,458
Angola,7/11/20,462
Antigua and Barbuda,1/22/20,0
Antigua and Barbuda,1/23/20,0
Antigua and Barbuda,1/24/20,0
Antigua and Barbuda,1/25/20,0
Antigua and Barbuda,1/26/20,0
Antigua and Barbuda,1/27/20,0
Antigua and Barbuda,1/28/20,0
Antigua and Barbuda,1/29/20,0
Antigua and Barbuda,1/30/20,0
Antigua and Barbuda,1/31/20,0
Antigua and Barbuda,2/1/20,0
Antigua and Barbuda,2/2/20,0
Antigua and Barbuda,2/3/20,0
Antigua and Barbuda,2/4/20,0
Antigua and Barbuda,2/5/20,0
Antigua and Barbuda,2/6/20,0
Antigua and Barbuda,2/7/20,0
Antigua and Barbuda,2/8/20,0
Antigua and Barbuda,2/9/20,0
Antigua and Barbuda,2/10/20,0
Antigua and Barbuda,2/11/20,0
Antigua and Barbuda,2/12/20,0
Antigua and Barbuda,2/13/20,0
Antigua and Barbuda,2/14/20,0
Antigua and Barbuda,2/15/20,0
Antigua and Barbuda,2/16/20,0
Antigua and Barbuda,2/17/20,0
Antigua and Barbuda,2/18/20,0
Antigua and Barbuda,2/19/20,0
Antigua and Barbuda,2/20/20,0
Antigua and Barbuda,2/21/20,0
Antigua and Barbuda,2/22/20,0
Antigua and Barbuda,2/23/20,0
Antigua and Barbuda,2/24/20,0
Antigua and Barbuda,2/25/20,0
Antigua and Barbuda,2/26/20,0
Antigua and Barbuda,2/27/20,0
Antigua and Barbuda,2/28/20,0
Antigua and Barbuda,2/29/20,0
Antigua and Barbuda,3/1/20,0
Antigua and Barbuda,3/2/20,0
Antigua and Barbuda,3/3/20,0
Antigua and Barbuda,3/4/20,0
Antigua and Barbuda,3/5/20,0
Antigua and Barbuda,3/6/20,0
Antigua and Barbuda,3/7/20,0
Antigua and Barbuda,3/8/20,0
Antigua and Barbuda,3/9/20,0
Antigua and Barbuda,3/10/20,0
Antigua and Barbuda,3/11/20,0
Antigua and Barbuda,3/12/20,0
Antigua and Barbuda,3/13/20,1
Antigua and Barbuda,3/14/20,1
Antigua and Barbuda,3/15/20,1
Antigua and Barbuda,3/16/20,1
Antigua and Barbuda,3/17/20,1
Antigua and Barbuda,3/18/20,1
Antigua and Barbuda,3/19/20,1
Antigua and Barbuda,3/20/20,1
Antigua and Barbuda,3/21/20,1
Antigua and Barbuda,3/22/20,1
Antigua and Barbuda,3/23/20,3
Antigua and Barbuda,3/24/20,3
Antigua and Barbuda,3/25/20,3
Antigua and Barbuda,3/26/20,7
Antigua and Barbuda,3/27/20,7
Antigua and Barbuda,3/28/20,7
Antigua and Barbuda,3/29/20,7
Antigua and Barbuda,3/30/20,7
Antigua and Barbuda,3/31/20,7
Antigua and Barbuda,4/1/20,7
Antigua and Barbuda,4/2/20,9
Antigua and Barbuda,4/3/20,15
Antigua and Barbuda,4/4/20,15
Antigua and Barbuda,4/5/20,15
Antigua and Barbuda,4/6/20,15
Antigua and Barbuda,4/7/20,19
Antigua and Barbuda,4/8/20,19
Antigua and Barbuda,4/9/20,19
Antigua and Barbuda,4/10/20,19
Antigua and Barbuda,4/11/20,21
Antigua and Barbuda,4/12/20,21
Antigua and Barbuda,4/13/20,23
Antigua and Barbuda,4/14/20,23
Antigua and Barbuda,4/15/20,23
Antigua and Barbuda,4/16/20,23
Antigua and Barbuda,4/17/20,23
Antigua and Barbuda,4/18/20,23
Antigua and Barbuda,4/19/20,23
Antigua and Barbuda,4/20/20,23
Antigua and Barbuda,4/21/20,23
Antigua and Barbuda,4/22/20,24
Antigua and Barbuda,4/23/20,24
Antigua and Barbuda,4/24/20,24
Antigua and Barbuda,4/25/20,24
Antigua and Barbuda,4/26/20,24
Antigua and Barbuda,4/27/20,24
Antigua and Barbuda,4/28/20,24
Antigua and Barbuda,4/29/20,24
Antigua and Barbuda,4/30/20,24
Antigua and Barbuda,5/1/20,25
Antigua and Barbuda,5/2/20,25
Antigua and Barbuda,5/3/20,25
Antigua and Barbuda,5/4/20,25
Antigua and Barbuda,5/5/20,25
Antigua and Barbuda,5/6/20,25
Antigua and Barbuda,5/7/20,25
Antigua and Barbuda,5/8/20,25
Antigua and Barbuda,5/9/20,25
Antigua and Barbuda,5/10/20,25
Antigua and Barbuda,5/11/20,25
Antigua and Barbuda,5/12/20,25
Antigua and Barbuda,5/13/20,25
Antigua and Barbuda,5/14/20,25
Antigua and Barbuda,5/15/20,25
Antigua and Barbuda,5/16/20,25
Antigua and Barbuda,5/17/20,25
Antigua and Barbuda,5/18/20,25
Antigua and Barbuda,5/19/20,25
Antigua and Barbuda,5/20/20,25
Antigua and Barbuda,5/21/20,25
Antigua and Barbuda,5/22/20,25
Antigua and Barbuda,5/23/20,25
Antigua and Barbuda,5/24/20,25
Antigua and Barbuda,5/25/20,25
Antigua and Barbuda,5/26/20,25
Antigua and Barbuda,5/27/20,25
Antigua and Barbuda,5/28/20,25
Antigua and Barbuda,5/29/20,25
Antigua and Barbuda,5/30/20,25
Antigua and Barbuda,5/31/20,26
Antigua and Barbuda,6/1/20,26
Antigua and Barbuda,6/2/20,26
Antigua and Barbuda,6/3/20,26
Antigua and Barbuda,6/4/20,26
